complaint_id,date_received,district_occurrence,general_cap_classification,summary,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
19-0352,2019-07-18,1700,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-6-19 at 11:10 PM, they were improperly stopped and issued a citation by an officer within the confines of the 17th District.",42606965,black,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
19-0352,2019-07-18,1700,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-6-19 at 11:10 PM, they were improperly stopped and issued a citation by an officer within the confines of the 17th District.",42606965,black,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
19-0354,2019-07-18,1900,PHYSICAL ABUSE,"According to the complainant, on 7-9-19 at 10:15 PM, they were physically abused by an officer assigned to the 19th District.",67598459,black,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0356,2019-07-22,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-16-19 at 7:54 PM, they were improperly stopped by officers within the confines of the 19th District.",69117318,black,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0356,2019-07-22,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-16-19 at 7:54 PM, they were improperly stopped by officers within the confines of the 19th District.",69117318,black,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0356,2019-07-22,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-16-19 at 7:54 PM, they were improperly stopped by officers within the confines of the 19th District.",13362562,black,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0357,2019-07-22,1900,UNPROFESSIONAL CONDUCT,"According to the complainant, on 7-9-19 at 7:25 PM, they were treated unprofessionally by officers assigned to the 19th District.",64161455,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0357,2019-07-22,1900,UNPROFESSIONAL CONDUCT,"According to the complainant, on 7-9-19 at 7:25 PM, they were treated unprofessionally by officers assigned to the 19th District.",83072358,black,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0357,2019-07-22,1900,UNPROFESSIONAL CONDUCT,"According to the complainant, on 7-9-19 at 7:25 PM, they were treated unprofessionally by officers assigned to the 19th District.",83072358,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0357,2019-07-22,1900,UNPROFESSIONAL CONDUCT,"According to the complainant, on 7-9-19 at 7:25 PM, they were treated unprofessionally by officers assigned to the 19th District.",64161455,black,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0358,2019-07-22,1200,LACK OF SERVICE,"According to the complainant, on 7-12-19 at 9:30 PM, they did not receive proper service from an officer assigned to the 12th District.",89090806,black,male,1200 12TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0358,2019-07-22,1200,LACK OF SERVICE,"According to the complainant, on 7-12-19 at 9:30 PM, they did not receive proper service from an officer assigned to the 12th District.",89090806,black,male,1200 12TH DISTRICT,Disciplinary Code Violation,Sustained Finding,Pending
19-0359,2019-07-24,1600,HARASSMENT,"According to the complainant, on 7-19-19 at 1:05 PM, they have been harassed by an officer assigned to the 16th District.",29348527,black,male,1600 16TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
19-0360,2019-07-25,0800,LACK OF SERVICE,"According to the complainant, on 7-22-19 at 1:00 PM, they did not receive proper service from an officer assigned to the 8th District.",60193673,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0361,2019-07-25,1500,LACK OF SERVICE,"According to the complainant, on 7-10-19 at 10:00 AM, an officer assigned to the 15th District did not follow proper police procedure.",88950387,black,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0361,2019-07-25,1500,LACK OF SERVICE,"According to the complainant, on 7-10-19 at 10:00 AM, an officer assigned to the 15th District did not follow proper police procedure.",88950387,black,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0361,2019-07-25,1500,LACK OF SERVICE,"According to the complainant, on 7-10-19 at 10:00 AM, an officer assigned to the 15th District did not follow proper police procedure.",76236459,black,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0361,2019-07-25,1500,LACK OF SERVICE,"According to the complainant, on 7-10-19 at 10:00 AM, an officer assigned to the 15th District did not follow proper police procedure.",76236459,black,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0362,2019-07-25,1600,DEPARTMENTAL VIOLATIONS,"According to the complainant, officers assigned to the 16th District did not follow proper police procedure and that they did not receive proper service.",82037240,white,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0363,2019-07-24,Other Jurisdiction,HARASSMENT,"According to the complainant, they have been harassed by an officer assigned to the Court Liaison Unit.",54197198,black,female,4912 COURT LIAISON UNIT,Investigation OnGoing,Pending,Pending
19-0364,2019-07-25,0600,LACK OF SERVICE,"According to the complainant, 7-17-19 at 11:30 AM, they did not receive proper service and were treated dismissively by officers assigned to the Traffic District within the confines of the 6th District.",22243120,white,male,5200 TRAFFIC DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0364,2019-07-25,0600,LACK OF SERVICE,"According to the complainant, 7-17-19 at 11:30 AM, they did not receive proper service and were treated dismissively by officers assigned to the Traffic District within the confines of the 6th District.",43309404,black,male,5200 TRAFFIC DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0365,2019-07-26,1500,LACK OF SERVICE,"According to the complainant, 6-14-19 at 8:17 PM, they did not receive proper service from a sergeant and officers assigned to the 15th District.",63093034,white,male,5300 HIGHWAY PATROL,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0365,2019-07-26,1500,LACK OF SERVICE,"According to the complainant, 6-14-19 at 8:17 PM, they did not receive proper service from a sergeant and officers assigned to the 15th District.",82938806,black,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0365,2019-07-26,1500,LACK OF SERVICE,"According to the complainant, 6-14-19 at 8:17 PM, they did not receive proper service from a sergeant and officers assigned to the 15th District.",69423562,white,male,5300 HIGHWAY PATROL,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0365,2019-07-26,1500,LACK OF SERVICE,"According to the complainant, 6-14-19 at 8:17 PM, they did not receive proper service from a sergeant and officers assigned to the 15th District.",90433198,white,female,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0366,2019-07-26,1500,CRIMINAL ALLEGATION,"According to the complainant, on 7-23-19 at 6:00 PM, they are missing property and were treated unprofessionally by unknown detectives and officers within the confines of the 15th District.",70236207,white,male,6400 NORTHEAST DET,Lack of Service,Sustained Finding,Pending
19-0366,2019-07-26,1500,CRIMINAL ALLEGATION,"According to the complainant, on 7-23-19 at 6:00 PM, they are missing property and were treated unprofessionally by unknown detectives and officers within the confines of the 15th District.",45856172,white,male,6400 NORTHEAST DET,Lack of Service,Sustained Finding,Pending
19-0366,2019-07-26,1500,CRIMINAL ALLEGATION,"According to the complainant, on 7-23-19 at 6:00 PM, they are missing property and were treated unprofessionally by unknown detectives and officers within the confines of the 15th District.",22148706,white,male,6400 NORTHEAST DET,Criminal Allegation,No Sustained Findings,Not Applicable
19-0366,2019-07-26,1500,CRIMINAL ALLEGATION,"According to the complainant, on 7-23-19 at 6:00 PM, they are missing property and were treated unprofessionally by unknown detectives and officers within the confines of the 15th District.",88664743,white,male,2600 26TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0366,2019-07-26,1500,CRIMINAL ALLEGATION,"According to the complainant, on 7-23-19 at 6:00 PM, they are missing property and were treated unprofessionally by unknown detectives and officers within the confines of the 15th District.",11775895,white,male,6400 NORTHEAST DET,Departmental Violation,No Sustained Findings,Not Applicable
19-0366,2019-07-26,1500,CRIMINAL ALLEGATION,"According to the complainant, on 7-23-19 at 6:00 PM, they are missing property and were treated unprofessionally by unknown detectives and officers within the confines of the 15th District.",45856172,white,male,6400 NORTHEAST DET,Departmental Violation,No Sustained Findings,Not Applicable
19-0366,2019-07-26,1500,CRIMINAL ALLEGATION,"According to the complainant, on 7-23-19 at 6:00 PM, they are missing property and were treated unprofessionally by unknown detectives and officers within the confines of the 15th District.",22148706,white,male,6400 NORTHEAST DET,Departmental Violation,No Sustained Findings,Not Applicable
19-0366,2019-07-26,1500,CRIMINAL ALLEGATION,"According to the complainant, on 7-23-19 at 6:00 PM, they are missing property and were treated unprofessionally by unknown detectives and officers within the confines of the 15th District.",70236207,white,male,6400 NORTHEAST DET,Departmental Violation,No Sustained Findings,Not Applicable
19-0366,2019-07-26,1500,CRIMINAL ALLEGATION,"According to the complainant, on 7-23-19 at 6:00 PM, they are missing property and were treated unprofessionally by unknown detectives and officers within the confines of the 15th District.",62350427,black,male,6400 NORTHEAST DET,Departmental Violation,No Sustained Findings,Not Applicable
19-0366,2019-07-26,1500,CRIMINAL ALLEGATION,"According to the complainant, on 7-23-19 at 6:00 PM, they are missing property and were treated unprofessionally by unknown detectives and officers within the confines of the 15th District.",33309442,white,male,6400 NORTHEAST DET,Departmental Violation,No Sustained Findings,Not Applicable
19-0366,2019-07-26,1500,CRIMINAL ALLEGATION,"According to the complainant, on 7-23-19 at 6:00 PM, they are missing property and were treated unprofessionally by unknown detectives and officers within the confines of the 15th District.",45856172,white,male,6400 NORTHEAST DET,Criminal Allegation,No Sustained Findings,Not Applicable
19-0366,2019-07-26,1500,CRIMINAL ALLEGATION,"According to the complainant, on 7-23-19 at 6:00 PM, they are missing property and were treated unprofessionally by unknown detectives and officers within the confines of the 15th District.",62350427,black,male,6400 NORTHEAST DET,Lack of Service,Sustained Finding,Pending
19-0368,2019-07-30,1900,UNPROFESSIONAL CONDUCT,"According to the complainant, on 7-24-19 at 9:45 PM, they were verbally abused by an officer assigned to the 19th District.",53656122,white,male,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0369,2019-07-30,1400,VERBAL ABUSE,"According to the complainant, on 7-25-19 at 12:00 PM, they were verbally abused by an unknown officer assigned to the 14th District.",53465062,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0369,2019-07-30,1400,VERBAL ABUSE,"According to the complainant, on 7-25-19 at 12:00 PM, they were verbally abused by an unknown officer assigned to the 14th District.",38465635,latino,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0369,2019-07-30,1400,VERBAL ABUSE,"According to the complainant, on 7-25-19 at 12:00 PM, they were verbally abused by an unknown officer assigned to the 14th District.",53465062,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0370,2019-08-05,2400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-24-19 at 4:25 AM, they were falsely arrested by officers assigned to the 24th District.",38917962,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0370,2019-08-05,2400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-24-19 at 4:25 AM, they were falsely arrested by officers assigned to the 24th District.",94503633,black,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0370,2019-08-05,2400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-24-19 at 4:25 AM, they were falsely arrested by officers assigned to the 24th District.",30168554,white,male,2400 24TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0370,2019-08-05,2400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-24-19 at 4:25 AM, they were falsely arrested by officers assigned to the 24th District.",83277322,black,female,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0370,2019-08-05,2400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-24-19 at 4:25 AM, they were falsely arrested by officers assigned to the 24th District.",83277322,black,female,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0370,2019-08-05,2400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-24-19 at 4:25 AM, they were falsely arrested by officers assigned to the 24th District.",30168554,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0371,2019-08-06,0600,VERBAL ABUSE,"According to the complainant, on 7-23-19 at 1:00 PM, they were verbally abused by a detective assigned to the Homicide Unit.",48605844,black,male,6003 HOMICIDE UNIT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0372,2019-08-05,1700,DEPARTMENTAL VIOLATIONS,"According to the complainant, they witnessed a false arrest of an unknown individual by officers assigned to the 17th district.",20946905,white,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0372,2019-08-05,1700,DEPARTMENTAL VIOLATIONS,"According to the complainant, they witnessed a false arrest of an unknown individual by officers assigned to the 17th district.",21068956,latino,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0373,2019-08-08,1900,PHYSICAL ABUSE,"According to the complainant, on 7-25-19 at 8:45 PM, they were physically abused and threatened by unknown officers while in the confines of the 19th District.",63093034,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
19-0373,2019-08-08,1900,PHYSICAL ABUSE,"According to the complainant, on 7-25-19 at 8:45 PM, they were physically abused and threatened by unknown officers while in the confines of the 19th District.",63093034,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
19-0373,2019-08-08,1900,PHYSICAL ABUSE,"According to the complainant, on 7-25-19 at 8:45 PM, they were physically abused and threatened by unknown officers while in the confines of the 19th District.",49276182,black,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
19-0373,2019-08-08,1900,PHYSICAL ABUSE,"According to the complainant, on 7-25-19 at 8:45 PM, they were physically abused and threatened by unknown officers while in the confines of the 19th District.",49276182,black,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Pending
19-0373,2019-08-08,1900,PHYSICAL ABUSE,"According to the complainant, on 7-25-19 at 8:45 PM, they were physically abused and threatened by unknown officers while in the confines of the 19th District.",49276182,black,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
19-0373,2019-08-08,1900,PHYSICAL ABUSE,"According to the complainant, on 7-25-19 at 8:45 PM, they were physically abused and threatened by unknown officers while in the confines of the 19th District.",63093034,white,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Pending
19-0374,2019-08-05,2200,VERBAL ABUSE,"According to the complainant, on 7-31-19 at 10:20 AM, they were verbally abused by an officer assigned to the 22nd District.",24606897,white,male,2200 22ND DISTRICT,Investigation OnGoing,Pending,Pending
19-0376,2019-08-08,1800,LACK OF SERVICE,"According to the complainant, on 5-6-19 at 5:30 PM, they did not receive proper service from a police dispatcher and officers assigned to the 18th District while in the confines of the 12th District.",87820855,white,male,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0376,2019-08-08,1800,LACK OF SERVICE,"According to the complainant, on 5-6-19 at 5:30 PM, they did not receive proper service from a police dispatcher and officers assigned to the 18th District while in the confines of the 12th District.",32754632,black,male,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0376,2019-08-08,1800,LACK OF SERVICE,"According to the complainant, on 5-6-19 at 5:30 PM, they did not receive proper service from a police dispatcher and officers assigned to the 18th District while in the confines of the 12th District.",17325364,black,female,4921 RADIO ROOM 1,Lack of Service,No Sustained Findings,Not Applicable
19-0377,2019-08-08,1900,PHYSICAL ABUSE,"According to the complainant, on 7-15-19 at 9:35 PM, they were physically abused by unknown officers while in the confines of the 19th District.",45309602,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0377,2019-08-08,1900,PHYSICAL ABUSE,"According to the complainant, on 7-15-19 at 9:35 PM, they were physically abused by unknown officers while in the confines of the 19th District.",45309602,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0377,2019-08-08,1900,PHYSICAL ABUSE,"According to the complainant, on 7-15-19 at 9:35 PM, they were physically abused by unknown officers while in the confines of the 19th District.",68495561,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0377,2019-08-08,1900,PHYSICAL ABUSE,"According to the complainant, on 7-15-19 at 9:35 PM, they were physically abused by unknown officers while in the confines of the 19th District.",68495561,white,male,1900 19TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0378,2019-08-08,7700,LACK OF SERVICE,"According to the complainant, on 7-23-19, they did not receive proper service from an officer assigned to the Philadelphia International Airport.",98428499,black,male,7700 AIRPORT,Lack of Service,No Sustained Findings,Not Applicable
19-0380,2019-08-08,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 8:20 PM, they were verbally abused by officers assigned to the 39th District.",72965280,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0380,2019-08-08,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 8:20 PM, they were verbally abused by officers assigned to the 39th District.",72965280,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0380,2019-08-08,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 8:20 PM, they were verbally abused by officers assigned to the 39th District.",15885297,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0380,2019-08-08,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 8:20 PM, they were verbally abused by officers assigned to the 39th District.",72965280,white,male,1400 14TH DISTRICT,Unprofessional Conduct,Sustained Finding,Pending
19-0380,2019-08-08,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 8:20 PM, they were verbally abused by officers assigned to the 39th District.",72965280,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0380,2019-08-08,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 8:20 PM, they were verbally abused by officers assigned to the 39th District.",15885297,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0380,2019-08-08,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 8:20 PM, they were verbally abused by officers assigned to the 39th District.",15885297,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0380,2019-08-08,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 8:20 PM, they were verbally abused by officers assigned to the 39th District.",72965280,white,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0380,2019-08-08,3900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 8:20 PM, they were verbally abused by officers assigned to the 39th District.",15885297,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0381,2019-08-08,7700,UNPROFESSIONAL CONDUCT,"According to the complainant, on 8-3-19 at 6:30 PM, they were treated unprofessionally by an officer assigned to the Airport District.",23281671,black,male,7700 AIRPORT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0382,2019-08-08,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-31-19 at 6:30 AM, unknown officers did not follow proper police procedure within the confines of the 19th District.",50050889,black,male,6500 SOUTHWEST DET,Departmental Violation,No Sustained Findings,Not Applicable
19-0382,2019-08-08,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-31-19 at 6:30 AM, unknown officers did not follow proper police procedure within the confines of the 19th District.",13104555,black,male,6500 SOUTHWEST DET,Departmental Violation,No Sustained Findings,Not Applicable
19-0383,2019-08-09,2500,DEPARTMENTAL VIOLATIONS,"According to the complainants, on 7-1-19 at 7:00 PM, their home was improperly entered, property was improperly seized by officers and information was falsified by detectives assigned to East Detective Division while in the confines of the 25th District.",29340631,white,male,5900 EAST DETECTIVES,Investigation OnGoing,Pending,Pending
19-0383,2019-08-09,2500,DEPARTMENTAL VIOLATIONS,"According to the complainants, on 7-1-19 at 7:00 PM, their home was improperly entered, property was improperly seized by officers and information was falsified by detectives assigned to East Detective Division while in the confines of the 25th District.",32336465,white,male,5900 EAST DETECTIVES,Investigation OnGoing,Pending,Pending
19-0384,2019-08-09,2600,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-1-19 at 3:00 AM, officers assigned to the 26th District failed to follow departmental policies.",63333703,white,female,9900 PAL,Departmental Violation,No Sustained Findings,Not Applicable
19-0385,2019-08-09,1400,LACK OF SERVICE,"According to the complainant, on 7-20-19 at 1:50 AM, they did not receive proper service from an officer assigned to the 14th District.",94510499,white,male,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0386,2019-08-12,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 5:33 PM, their property was not returned by officers while in the confines of the 19th District.",18214570,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0386,2019-08-12,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 5:33 PM, their property was not returned by officers while in the confines of the 19th District.",77173730,latino,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0387,2019-08-08,0200,CRIMINAL ALLEGATION,"According to the complainant, on 8-7-19 at 6:40 AM, they were threatened and verbally abused by a civilian Police Department employee while in the confines of the 2nd District.",44385034,latino,male,4906 CRIMINAL RECS / IDE,Criminal Allegation,Sustained Finding,Pending
19-0388,2019-08-12,2600,PHYSICAL ABUSE,"According to the complainant, on 4-7-14, they did not receive proper service and were physically abused by unknown officers while in the confines of the 22nd District.",13763219,black,male,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0388,2019-08-12,2600,PHYSICAL ABUSE,"According to the complainant, on 4-7-14, they did not receive proper service and were physically abused by unknown officers while in the confines of the 22nd District.",70624505,latino,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0389,2019-08-12,0900,UNPROFESSIONAL CONDUCT,"According to the complainant, on 8-7-19 at 8:51 AM, they were treated unprofessionally by an officer assigned to the Traffic Unit while in the confines of the 9th District.",41594850,white,male,5200 TRAFFIC DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0390,2019-08-13,1900,VERBAL ABUSE,"According to the complainant, on 8-2-19 at 1:00 PM, they were verbally abused by a supervisor while in the confines of the 19th District.",96654207,black,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0391,2019-08-13,2400,VERBAL ABUSE,"According to the complainant, on 7-31-19, they witnessed someone being verbally abused by an unknown officer while in the confines of the 24th District.",89957868,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0391,2019-08-13,2400,VERBAL ABUSE,"According to the complainant, on 7-31-19, they witnessed someone being verbally abused by an unknown officer while in the confines of the 24th District.",89957868,white,male,2400 24TH DISTRICT,Verbal Abuse,Sustained Finding,Pending
19-0392,2019-08-15,1600,PHYSICAL ABUSE,"According to the complainant, on 8-9-19 at 9:00 PM, they were physically abused by officers assigned to the 16th District.",37075864,latino,male,1600 16TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0392,2019-08-15,1600,PHYSICAL ABUSE,"According to the complainant, on 8-9-19 at 9:00 PM, they were physically abused by officers assigned to the 16th District.",16850206,white,male,1600 16TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0393,2019-08-14,1200,LACK OF SERVICE,"According to the complainant, on 8-6-19 at 12:29 AM, they did not receive proper service from unknown officers assigned to the 12th District.",11269323,white,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0393,2019-08-14,1200,LACK OF SERVICE,"According to the complainant, on 8-6-19 at 12:29 AM, they did not receive proper service from unknown officers assigned to the 12th District.",33947507,white,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0393,2019-08-14,1200,LACK OF SERVICE,"According to the complainant, on 8-6-19 at 12:29 AM, they did not receive proper service from unknown officers assigned to the 12th District.",18157064,white,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0393,2019-08-14,1200,LACK OF SERVICE,"According to the complainant, on 8-6-19 at 12:29 AM, they did not receive proper service from unknown officers assigned to the 12th District.",98300783,black,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0393,2019-08-14,1200,LACK OF SERVICE,"According to the complainant, on 8-6-19 at 12:29 AM, they did not receive proper service from unknown officers assigned to the 12th District.",68220388,asian,male,1200 12TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0393,2019-08-14,1200,LACK OF SERVICE,"According to the complainant, on 8-6-19 at 12:29 AM, they did not receive proper service from unknown officers assigned to the 12th District.",49899141,white,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0394,2019-08-14,1600,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 8-3-19 at 7:40 PM, they were racially profiled by unknown officers assigned to the 16th District.",30562173,black,male,1600 16TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0394,2019-08-14,1600,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 8-3-19 at 7:40 PM, they were racially profiled by unknown officers assigned to the 16th District.",17301504,black,male,1600 16TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0395,2019-08-15,0500,VERBAL ABUSE,"According to the complainant, on 8-12-19 at 7:39 PM, they were verbally abused by an officer assigned to the 5th District.",76725694,black,male,0500 05TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0396,2019-08-14,0600,PHYSICAL ABUSE,"According to the complainant, on 8-10-19 at 2:06 AM, they were physically abused by an officer assigned to the 6th District.",65283090,black,male,0600 06TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0396,2019-08-14,0600,PHYSICAL ABUSE,"According to the complainant, on 8-10-19 at 2:06 AM, they were physically abused by an officer assigned to the 6th District.",65283090,black,male,0600 06TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
19-0396,2019-08-14,0600,PHYSICAL ABUSE,"According to the complainant, on 8-10-19 at 2:06 AM, they were physically abused by an officer assigned to the 6th District.",73464815,white,male,0600 06TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
19-0396,2019-08-14,0600,PHYSICAL ABUSE,"According to the complainant, on 8-10-19 at 2:06 AM, they were physically abused by an officer assigned to the 6th District.",17188722,white,male,0900 09TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0397,2019-08-15,1500,UNPROFESSIONAL CONDUCT,"According to the complainant, between January and June 2019, they were treated unprofessionally and did not receive proper service from a detective assigned to the Special Victims Unit.",25833246,white,male,6702 SPECIAL VICTIMS UNI,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0397,2019-08-15,1500,UNPROFESSIONAL CONDUCT,"According to the complainant, between January and June 2019, they were treated unprofessionally and did not receive proper service from a detective assigned to the Special Victims Unit.",25833246,white,male,6702 SPECIAL VICTIMS UNI,Lack of Service,No Sustained Findings,Not Applicable
19-0398,2019-08-15,3900,PHYSICAL ABUSE,"According to the complainant, on 6-26-19 at 6:17 PM, they were physically abused and improperly searched by officers assigned to the 39th District.",56579515,latino,male,3900 39TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0398,2019-08-15,3900,PHYSICAL ABUSE,"According to the complainant, on 6-26-19 at 6:17 PM, they were physically abused and improperly searched by officers assigned to the 39th District.",55492555,white,male,3900 39TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
